policy_name,baseline_policy,reveal_seed,n_budgets,policy_wins,policy_win_fraction,policy_auc,baseline_auc,policy_minus_baseline_auc
uniform_positive_fragility,uniform_step_balanced,2020,40,20,0.5,0.007334242094699679,0.00804688140667155,-0.0007126393119718704
uniform_positive_fragility,uniform_step_balanced,2121,40,25,0.625,0.013937494964920112,0.01560085882924854,-0.0016633638643284276
uniform_positive_fragility,uniform_step_balanced,2222,40,14,0.35,0.014553298471044382,0.006607220202321865,0.007946078268722517
uniform_positive_fragility,uniform_step_balanced,2323,40,16,0.4,0.011311255554385747,0.00989988464243342,0.0014113709119523265
uniform_positive_fragility,uniform_step_balanced,2424,40,21,0.525,0.01984502112651325,0.018722927713536796,0.0011220934129764527
uniform_positive_fragility,uniform_step_balanced,2525,40,16,0.4,0.008223487048443449,0.00701650290330034,0.0012069841451431088
uniform_positive_fragility,uniform_step_balanced,2626,40,11,0.275,0.013759807836099482,0.008736596031496619,0.005023211804602863
uniform_positive_fragility,uniform_step_balanced,2727,40,24,0.6,0.01161159836346626,0.014102489738240045,-0.002490891374773785
uniform_positive_fragility,uniform_step_balanced,2828,40,15,0.375,0.01569345286714309,0.0115669965384981,0.00412645632864499
uniform_positive_fragility,uniform_step_balanced,2929,40,20,0.5,0.017018258681046627,0.018056342578459145,-0.001038083897412518
uniform_positive_fragility,uniform_step_balanced,3030,40,21,0.525,0.0202971871757375,0.015620413024879149,0.00467677415085835
