policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
stochastic_exploration_bonus_c0.5,585,30,12,0.4,1.2109275625873519e-06,9.707287284688572e-07,0.39884841620274164
stochastic_exploration_bonus_c0.5,630,30,16,0.5333333333333333,-2.0026832765397722e-07,-5.791200968794421e-07,0.23343850162205834
stochastic_exploration_bonus_c0.5,675,30,15,0.5,4.6656832232855125e-07,1.617877965359373e-07,0.406357445652719
stochastic_exploration_bonus_c0.5,720,30,14,0.4666666666666667,9.037468765826493e-08,6.665485908551972e-07,0.2745985498679034
stochastic_exploration_bonus_c0.5,765,30,14,0.4666666666666667,5.001712732931275e-08,2.4221264533057643e-07,0.4032747032043325
stochastic_exploration_bonus_c0.5,810,30,13,0.43333333333333335,6.600165965742822e-07,7.129176134474793e-07,0.9040620765572223
stochastic_exploration_bonus_c0.5,855,30,12,0.4,1.5692419885460374e-07,3.2038133265712623e-07,0.17194734503020256
stochastic_exploration_bonus_c0.5,900,30,19,0.6333333333333333,-1.6351211360684284e-06,-5.614394597361452e-07,-0.05728447711657417
stochastic_exploration_bonus_c0.5,945,30,12,0.4,8.959777170511215e-07,8.986050015408133e-07,0.7343209474556437
stochastic_exploration_bonus_c0.5,990,30,11,0.36666666666666664,3.360061497690777e-07,5.993011124522522e-07,0.3371060929885929
stochastic_exploration_bonus_c0.5,1035,30,20,0.6666666666666666,-1.5368553904579785e-06,-1.0939128613905402e-06,-0.04214399928082759
stochastic_exploration_bonus_c0.5,1080,30,13,0.43333333333333335,2.4971690514942115e-07,3.5528403899224036e-07,0.932746635732506
stochastic_exploration_bonus_c0.5,1125,30,15,0.5,5.258587073800085e-07,-5.0449900304332836e-08,0.39911011732158735
stochastic_exploration_bonus_c0.5,1170,30,15,0.5,-2.293746328514203e-07,2.181146582346079e-08,0.21932829067646686
stochastic_exploration_bonus_c0.5,1215,30,14,0.4666666666666667,-7.471204065330121e-07,2.9042115308082037e-07,0.2524570947481903
stochastic_exploration_bonus_c0.5,1260,30,14,0.4666666666666667,5.923173043491959e-07,2.701190325052795e-07,0.7800528353633
stochastic_exploration_bonus_c0.5,1305,30,15,0.5,5.423424585111292e-07,1.5884928445615236e-07,0.6578522302504981
stochastic_exploration_bonus_c0.5,1350,30,13,0.43333333333333335,1.897264528100649e-11,2.931116480765398e-07,0.3484438245509212
stochastic_exploration_bonus_c0.5,1395,30,19,0.6333333333333333,-2.005240923991951e-06,-4.599841079788573e-07,0.14712155024753062
stochastic_exploration_bonus_c0.5,1440,30,21,0.7,-1.7645983943512814e-06,-7.169895531114065e-07,0.06945439204433829
stochastic_exploration_bonus_c0.5,1485,30,14,0.4666666666666667,1.1854698381740777e-07,1.3190184546183972e-07,0.2742251125298417
stochastic_exploration_bonus_c0.5,1530,30,18,0.6,-1.0377107994377406e-06,-5.258970757347053e-07,0.15619053095286767
